City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Karratha,0,AU,1546882808,64,-20.74,116.85,78.94,3.36
Tamandare,88,BR,1546882808,74,-8.28,-70.75,84.38,5.14
Channel-Port aux Basques,80,CA,1546882809,100,47.57,-59.14,29.21,40.15
Yulara,0,AU,1546880400,17,-25.24,130.99,75.2,5.82
Arawa,32,NG,1546882809,42,7.05,3.9,87.94,1.79
Chute-aux-Outardes,1,CA,1546880400,39,49.12,-68.38,8.6,6.93
Bonfim,48,BR,1546882809,73,-20.33,-44.24,80.38,4.59
Manoel Urbano,44,BR,1546882810,69,-8.84,-69.26,87.22,3.36
Tura,0,IN,1546882810,79,25.52,90.21,51.04,2.46
Baruun-Urt,0,MN,1546882810,47,46.68,113.28,-17.82,4.59
Kathu,24,ZA,1546882810,13,-27.7,23.05,85.01,10.18
Castelo Branco,0,PT,1546882811,71,39.82,-7.5,42.04,4.92
Matara,0,PE,1546880400,45,-13.74,-72.9,62.6,6.93
Imbituba,40,BR,1546880400,59,-28.24,-48.67,91.4,16.11
Bedele,0,ET,1546882812,80,8.46,36.35,54.82,2.57
Atasu,12,KZ,1546882812,73,48.68,71.64,-3.64,5.03
Svetlogorsk,0,RU,1546880400,84,53.14,59.15,1.4,2.24
Mahon,75,IE,1546882200,87,51.89,-8.4,50.0,9.17
Cap Malheureux,75,MU,1546880400,88,-19.98,57.61,80.6,11.41
Dunmore East,75,IE,1546880400,87,52.15,-6.99,50.0,3.36
Limon,1,US,1546880100,32,39.26,-103.69,41.0,3.36
Hutchinson,1,US,1546880160,42,38.06,-97.93,55.94,13.87
Los Llanos de Aridane,0,ES,1546880400,46,28.66,-17.92,69.8,3.36
Kitab,40,UZ,1546880400,63,39.12,66.88,42.8,2.24
Kigali,40,RW,1546880400,82,-1.95,30.06,66.2,4.7
Normal,90,US,1546881300,92,40.51,-88.99,52.52,26.4
Husavik,0,CA,1546882814,89,50.56,-96.99,28.31,12.97
Palembang,40,ID,1546878600,94,-2.99,104.76,78.8,2.24
Klaksvik,68,FO,1546881600,86,62.23,-6.59,39.2,41.38
Diffa,0,NE,1546882794,25,13.32,12.61,69.98,11.3
Provideniya,0,RU,1546882781,100,64.42,-173.23,4.06,29.97
Senneterre,75,CA,1546880400,71,48.39,-77.24,5.0,17.22
Barra do Garcas,8,BR,1546882815,76,-15.89,-52.26,85.1,8.61
Quchan,92,IR,1546882815,94,37.11,58.51,32.86,4.7
Acajutla,20,SV,1546879800,45,13.59,-89.83,82.4,3.36
Mount Isa,75,AU,1546880400,42,-20.73,139.49,86.0,5.82
Baykit,76,RU,1546882816,83,61.68,96.39,6.31,6.71
Sabha,0,LY,1546882816,49,27.03,14.43,44.56,6.71
Nuuk,75,GL,1546879800,85,64.17,-51.74,19.4,17.22
Kundiawa,24,PG,1546882816,98,-6.02,144.97,56.53,2.01
Tagudin,0,PH,1546882819,87,16.93,120.44,55.09,1.79
San Pedro,92,AR,1546882821,62,-33.68,-59.66,80.78,15.55
Sao Jose da Coroa Grande,88,BR,1546882821,100,-8.9,-35.15,78.71,8.72
Sharan,92,AF,1546882821,80,33.15,68.78,18.01,3.13
Victoria Point,75,AU,1546880400,73,-27.58,153.3,77.0,9.17
Oga,20,NG,1546882821,35,8.18,5.65,82.85,4.14
Kamenka,56,RU,1546882822,85,53.19,44.05,6.94,5.37
Komsomolskiy,20,RU,1546882822,59,67.55,63.78,-7.2,6.71
Metro,48,ID,1546882822,99,-5.11,105.31,77.14,1.9
Palauig,0,PH,1546882822,100,15.44,119.9,69.44,3.69
Vanavara,64,RU,1546882822,83,60.35,102.28,6.89,7.61
Puerto del Rosario,0,ES,1546880400,68,28.5,-13.86,66.2,9.17
Santa Fe,68,AR,1546881975,100,-31.62,-60.7,70.7,3.8
Bathsheba,20,BB,1546880400,66,13.22,-59.52,84.2,23.04
Tommot,44,RU,1546882823,52,58.97,126.27,-5.4,5.7
Kununurra,90,AU,1546880400,83,-15.77,128.74,82.4,5.59
Agadez,0,NE,1546880400,16,16.97,7.99,69.8,16.11
Hambantota,68,LK,1546882824,100,6.12,81.12,80.02,8.72
Chapais,40,CA,1546880400,76,49.78,-74.86,-7.61,4.7
Ilo,75,PE,1546880400,74,-17.65,-71.34,78.8,9.17
Conchal,36,BR,1546882824,42,-22.34,-47.17,92.44,12.41
La Ronge,90,CA,1546880400,85,55.1,-105.3,12.2,9.17
Roald,75,NO,1546881600,93,62.58,6.12,37.4,19.46
Mosquera,75,CO,1546880400,55,4.71,-74.23,66.2,5.82
Walvis Bay,0,NA,1546882825,100,-22.95,14.51,64.99,12.86
Misratah,88,LY,1546882825,100,32.38,15.09,54.73,3.91
Ejido,44,VE,1546882825,54,8.55,-71.24,73.58,1.57
Touros,40,BR,1546880400,74,-5.2,-35.46,84.2,18.34
Guamal,24,CO,1546882826,63,9.14,-74.22,89.15,2.8
Southern Pines,20,US,1546881600,50,35.17,-79.39,55.94,9.17
Okha,0,RU,1546882826,79,53.59,142.95,4.46,17.56
Lashio,92,MM,1546882826,99,22.93,97.75,59.23,2.13
Alexandria,1,US,1546880040,77,31.31,-92.44,67.28,10.29
Katsuura,75,JP,1546880400,80,33.93,134.5,39.2,6.93
Haines Junction,48,CA,1546882827,58,60.75,-137.51,-35.14,2.01
Diu,0,IN,1546882827,49,20.71,70.98,58.87,8.39
Salinopolis,80,BR,1546882827,98,-0.61,-47.36,81.86,12.19
Snina,56,SK,1546882827,95,48.99,22.16,14.68,2.13
Yarmouth,75,GB,1546881600,81,50.71,-1.5,51.8,16.11
Gibara,40,CU,1546879800,54,21.11,-76.13,84.2,12.75
Kholodnyy,48,RU,1546882828,0,62.72,147.95,-38.47,2.13
Muroto,24,JP,1546882828,100,33.37,134.14,37.72,5.48
Kavaratti,0,IN,1546882828,100,10.57,72.64,80.96,4.36
Arlit,0,NE,1546882828,62,18.74,7.39,57.52,3.47
Rennes,90,FR,1546880400,93,48.11,-1.68,48.2,5.82
Malindi,0,KE,1546882829,86,-3.22,40.12,81.19,14.76
Iskateley,56,RU,1546882829,70,67.68,53.15,1.4,12.53
Iqaluit,20,CA,1546880400,68,63.75,-68.52,-20.21,5.82
Paraiso,90,MX,1546879860,39,24.01,-104.61,62.6,4.7
Marawi,8,PH,1546882830,97,8.0,124.29,60.8,1.9
San Ramon,40,NI,1546880400,73,12.92,-85.84,73.4,6.93
Kholtoson,0,RU,1546882830,40,50.3,103.31,-29.25,3.91
Pokhara,8,NP,1546882831,82,28.21,83.99,34.57,2.13
Ucluelet,5,CA,1546880400,100,48.94,-125.55,32.0,4.7
Eldama Ravine,75,KE,1546880400,48,0.05,35.72,66.2,3.36
Inta,44,RU,1546882832,53,66.04,60.13,-10.8,2.35
Oakdale,40,US,1546881300,92,37.77,-120.85,53.06,10.63
Gagino,44,RU,1546882832,86,54.27,39.54,6.94,7.38
Verkh-Usugli,0,RU,1546882832,33,52.7,115.17,-24.61,4.36
Srednekolymsk,64,RU,1546882832,42,67.46,153.71,-27.27,3.13
Olinda,75,EC,1546880400,83,-2.03,-79.75,78.8,4.7
Richards Bay,32,ZA,1546882671,76,-28.77,32.06,71.56,6.82
Rawson,0,AR,1546882833,27,-43.3,-65.11,81.01,11.97
Jos,8,NG,1546882833,28,9.92,8.9,69.98,7.05
Kurayoshi,75,JP,1546880400,74,35.43,133.83,37.4,5.82
Krutinka,56,RU,1546882833,83,56.01,71.51,11.17,10.96
Sioux Lookout,90,CA,1546881240,92,50.1,-91.92,28.4,5.82
Maba,92,CN,1546882834,100,24.68,113.59,47.03,2.68
Svetlaya,8,RU,1546882834,100,46.54,138.33,10.58,9.95
Praya,40,ID,1546880400,94,-8.71,116.27,78.8,3.36
Muncar,20,ID,1546882834,99,-8.43,114.34,78.44,2.01
Klyuchi,68,RU,1546882835,70,52.25,79.17,9.37,7.61
Adiake,32,CI,1546880400,70,5.29,-3.3,86.0,6.93
Rudnogorsk,88,RU,1546882835,68,57.27,103.75,9.19,10.4
Batticaloa,92,LK,1546882835,97,7.71,81.69,78.26,8.28
Rovaniemi,0,FI,1546881600,92,66.5,25.72,15.8,12.75
Jardim,36,BR,1546882619,69,-21.48,-56.15,86.59,19.46
Cabedelo,40,BR,1546880400,55,-6.97,-34.84,87.8,14.99
Nizwa,0,OM,1546882836,79,22.93,57.53,54.5,1.9
Sosua,40,DO,1546880400,69,19.77,-70.52,80.6,9.17
Broome,75,GB,1546881600,87,52.47,1.45,51.8,19.46
East Wenatchee Bench,1,US,1546880100,63,47.43,-120.28,39.02,12.75
Kloulklubed,75,PW,1546879920,78,7.04,134.26,77.0,5.82
Zverinogolovskoye,0,RU,1546882837,50,54.46,64.85,-9.27,3.24
Baracoa,0,CU,1546882837,93,20.35,-74.5,80.15,10.63
Guerrero Negro,20,MX,1546882837,75,27.97,-114.04,62.6,4.14
Porto Novo,40,BR,1546880400,41,-23.68,-45.44,93.2,8.05
Luba,0,PH,1546882838,78,17.32,120.7,61.84,3.24
Moba,24,CD,1546882838,100,-7.04,29.77,67.96,1.34
Saint-Leu,20,RE,1546880400,78,-21.15,55.28,80.6,4.7
Key West,1,US,1546881360,92,47.93,-96.78,35.42,8.05
Tulu Bolo,0,ET,1546882838,25,8.66,38.21,50.68,5.26
Necochea,76,AR,1546882839,82,-38.55,-58.74,80.38,3.91
Santa Vitoria do Palmar,92,BR,1546882633,89,-33.52,-53.37,78.08,31.32
